CT#,Station,Picture ID,Date,Date Set,DAY,Time,Date_Corr,Time_Corr,Class,Common Name,Scientific Name,No. of Pics,No. of Inds.
51322,BSLL11,B0442916,4/2/2010,28/01/16,27,11:55,24/02/16,18:36,M,Labba,Cuniculus paca,1,1
51322,BSLL11,B0781741,7/2/2010,29/01/16,29,22:42,27/02/16,5:23,M,Labba,Cuniculus paca,1,1
51322,BSLL11,B1059191,10/2/2010,30/01/16,31,16:26,1/3/2016,23:07,M,Labba,Cuniculus paca,1,1
51322,BSLL11,B1244678,12/2/2010,31/01/16,32,12:24,3/3/2016,19:05,M,Labba,Cuniculus paca,2,2
51322,BSLL11,B1265004,12/2/2010,1/2/2016,31,18:03,3/3/2016,0:44,M,Labba,Cuniculus paca,1,1
51322,BSLL11,B2374323,23/02/10,3/2/2016,40,20:38,14/03/16,3:19,M,Labba,Cuniculus paca,1,1
51322,BSLL11,C0861124,8/3/2010,7/2/2016,49,16:58,27/03/16,23:39,M,Labba,Cuniculus paca,2,1
51322,BSLL11,C1050138,10/3/2010,9/2/2016,49,13:55,29/03/16,20:36,M,Labba,Cuniculus paca,1,1
51322,BSLL11,C1050138,11/3/2010,10/2/2016,49,18:39,30/03/16,1:20,M,Labba,Cuniculus paca,1,1
51322,BSLL11,C1656449,16/03/10,11/2/2016,53,15:40,4/4/2016,22:21,M,Labba,Cuniculus paca,1,1
51322,BSLL11,C1656449,16/03/10,12/2/2016,52,20:42,4/4/2016,3:23,M,Labba,Cuniculus paca,1,1
51322,BSLL11,C1753070,17/03/10,13/02/16,52,14:44,5/4/2016,21:25,M,Labba,Cuniculus paca,1,2
51322,BSLL11,C2577716,25/03/10,14/02/16,59,21:35,13/04/16,4:16,M,Labba,Cuniculus paca,1,1
51495,BSLL21,C1108867,11/3/2016,24/02/16,16,2:27,11/3/2016,2:27,M,Labba,Cuniculus paca,1,1
51497,BSLL17,C0271289,2/3/2016,22/02/16,9,19:48,2/3/2016,19:48,M,Labba,Cuniculus paca,1,1
51497,BSLL17,C0618243,6/3/2016,22/02/16,13,5:04,6/3/2016,5:04,M,Labba,Cuniculus paca,2,1
51497,BSLL17,C1913740,19/03/16,22/02/16,26,3:49,19/03/16,3:49,M,Labba,Cuniculus paca,1,1
51497,BSLL17,C1920071,19/03/16,22/02/16,26,5:34,19/03/16,5:34,M,Labba,Cuniculus paca,1,1
51497,BSLL17,C2971947,29/03/16,22/02/16,36,19:59,29/03/16,19:59,M,Labba,Cuniculus paca,1,1
51497,BSLL17,D0418438,4/4/2016,22/02/16,42,5:07,4/4/2016,5:07,M,Labba,Cuniculus paca,1,1
51497,BSLL17,D0581875,5/4/2016,22/02/16,43,22:44,5/4/2016,22:44,M,Labba,Cuniculus paca,1,1
51497,BSLL17,D0773042,7/4/2016,22/02/16,45,20:17,7/4/2016,20:17,M,Labba,Cuniculus paca,2,2
51497,BSLL17,D1077874,10/4/2016,22/02/16,48,21:37,10/4/2016,21:37,M,Labba,Cuniculus paca,1,2
51666,BSLL41,C3082338,30/03/16,27/02/16,32,22:52,30/03/16,22:52,M,Labba,Cuniculus paca,1,1
52327,BSLL12B,D0583804,5/4/2016,20/02/16,46,23:16,5/4/2016,23:16,M,Labba,Cuniculus paca,1,1
52327,BSLL12B,D1204232,12/4/2016,20/02/16,53,1:10,12/4/2016,1:10,M,Labba,Cuniculus paca,1,1
DD3,BSLL311,PICT0415,5/4/2016,24/02/16,42,2:13,5/4/2016,2:13,M,Labba,Cuniculus paca,3,1
51471,BSLL25,E2579628,25/05/01,5/3/2016,27,22:07,1/4/2016,19:28,M,Margay,Leopardus wiedii,1,1
51471,BSLL25,E2583787,25/05/01,6/3/2016,26,23:16,1/4/2016,20:37,M,Margay,Leopardus wiedii,1,1
52328,BSLL10,B2573484,25/02/16,23/02/16,3,20:24,25/02/16,20:24,M,Margay,Leopardus wiedii,1,1
51322,BSLL11,B1870216,18/02/10,2/2/2016,36,19:30,9/3/2016,2:11,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,B2609244,26/02/16,23/02/16,4,2:34,26/02/16,2:34,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,B2802507,28/02/16,23/02/16,6,0:41,28/02/16,0:41,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,C0309125,3/3/2016,23/02/16,10,2:32,3/3/2016,2:32,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,C0413314,4/3/2016,23/02/16,11,3:41,4/3/2016,3:41,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,C1474962,14/03/16,23/02/16,21,20:49,14/03/16,20:49,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,C2222630,22/03/16,23/02/16,29,6:17,22/03/16,6:17,M,Ocelot,Leopardus pardalis,2,1
51743,BSLL321,C2780363,27/03/16,23/02/16,34,22:19,27/03/16,22:19,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,C2870429,28/03/16,23/02/16,35,19:33,28/03/16,19:33,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,C2883221,28/03/16,23/02/16,35,23:07,28/03/16,23:07,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,C2885574,28/03/16,23/02/16,35,23:46,28/03/16,23:46,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,C2925714,29/03/16,23/02/16,36,7:08,29/03/16,7:08,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,D0200645,2/4/2016,23/02/16,40,0:10,2/4/2016,0:10,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,D0223162,2/4/2016,23/02/16,40,6:26,2/4/2016,6:26,M,Ocelot,Leopardus pardalis,2,2
51743,BSLL321,D0319208,3/4/2016,23/02/16,41,5:20,3/4/2016,5:20,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,D0519650,5/4/2016,23/02/16,43,5:27,5/4/2016,5:27,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,D0782488,7/4/2016,23/02/16,45,22:54,7/4/2016,22:54,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,D0913635,9/4/2016,23/02/16,47,3:47,9/4/2016,3:47,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,D0972501,9/4/2016,23/02/16,47,20:08,9/4/2016,20:08,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,D1179549,11/4/2016,23/02/16,49,22:05,11/4/2016,22:05,M,Ocelot,Leopardus pardalis,1,1
DD3,BSLL311,PICT0124,1/3/2016,24/02/16,7,4:11,1/3/2016,4:11,M,Ocelot,Leopardus pardalis,3,1
DD3,BSLL311,PICT0133,2/3/2016,24/02/16,8,1:35,2/3/2016,1:35,M,Ocelot,Leopardus pardalis,3,1
DD3,BSLL311,PICT0232,10/3/2016,24/02/16,16,0:01,10/3/2016,0:01,M,Ocelot,Leopardus pardalis,3,1
DD3,BSLL311,PICT0433,8/4/2016,24/02/16,45,20:07,8/4/2016,20:07,M,Ocelot,Leopardus pardalis,3,1
51471,BSLL25,E2743559,27/05/01,8/3/2016,26,12:05,3/4/2016,9:26,M,Puma,Puma concolor,2,1
51743,BSLL321,B2870661,28/02/16,23/02/16,6,19:37,28/02/16,19:37,M,Puma,Puma concolor,1,1
51743,BSLL321,D0204649,2/4/2016,23/02/16,40,1:17,2/4/2016,1:17,M,Puma,Puma concolor,1,1
52253,BSLL33b,B2481216,24/02/16,23/02/16,2,22:33,24/02/16,22:33,M,Puma,Puma concolor,2,1
52253,BSLL33b,B2872847,28/02/16,23/02/16,6,20:14,28/02/16,20:14,M,Puma,Puma concolor,1,1
52253,BSLL33b,C0462078,4/3/2016,23/02/16,11,17:14,4/3/2016,17:14,M,Puma,Puma concolor,1,1
DD3,BSLL311,PICT0085,25/02/16,24/02/16,2,16:11,25/02/16,16:11,M,Puma,Puma concolor,3,1
51181,BSLL20,C2662769,26/03/16,23/02/16,33,17:26,26/03/16,17:26,M,Red brocket deer,Mazama americana,1,1
51495,BSLL21,C0108561,1/3/2016,24/02/16,6,2:22,1/3/2016,2:22,M,Red brocket deer,Mazama americana,4,1
51495,BSLL21,D0528102,5/4/2016,24/02/16,41,7:48,5/4/2016,7:48,M,Red brocket deer,Mazama americana,1,1
51495,BSLL21,D0650408,6/4/2016,24/02/16,42,14:00,6/4/2016,14:00,M,Red brocket deer,Mazama americana,2,1
51495,BSLL21,D1437670,14/04/16,24/02/16,50,10:27,14/04/16,10:27,M,Red brocket deer,Mazama americana,1,1
51535,BSLL33,C1184984,11/3/2016,25/02/16,15,23:36,11/3/2016,23:36,M,Red brocket deer,Mazama americana,1,1
51619,BSLL15,C1465833,14/03/16,22/02/16,21,18:17,14/03/16,18:17,M,Red brocket deer,Mazama americana,5,1
51619,BSLL15,D1267092,12/4/2016,22/02/16,50,18:38,12/4/2016,18:38,M,Red brocket deer,Mazama americana,2,1
51661,BSLL26,B2914180,29/02/16,22/02/16,7,3:56,29/02/16,3:56,M,Red brocket deer,Mazama americana,3,1
51661,BSLL26,C1425880,14/03/16,22/02/16,21,7:11,14/03/16,7:11,M,Red brocket deer,Mazama americana,1,1
51694,BSLL24,B2905074,29/02/16,24/02/16,5,1:24,29/02/16,1:24,M,Red brocket deer,Mazama americana,1,1
51743,BSLL321,C1055682,10/3/2016,23/02/16,17,15:28,10/3/2016,15:28,M,Red brocket deer,Mazama americana,3,1
51971,BSLL45,B2760902,27/02/16,26/02/16,2,16:55,27/02/16,23:55,M,Red brocket deer,Mazama americana,3,1
51971,BSLL45,C0647353,6/3/2016,26/02/16,10,13:09,6/3/2016,20:09,M,Red brocket deer,Mazama americana,4,1
51971,BSLL45,C0853293,8/3/2016,26/02/16,12,14:48,8/3/2016,21:48,M,Red brocket deer,Mazama americana,2,1
51971,BSLL45,C0862836,8/3/2016,26/02/16,12,17:27,8/3/2016,0:27,M,Red brocket deer,Mazama americana,1,1
51971,BSLL45,C1151528,11/3/2016,26/02/16,15,14:18,11/3/2016,21:18,M,Red brocket deer,Mazama americana,1,1
51971,BSLL45,C1220157,12/3/2016,26/02/16,16,5:35,12/3/2016,12:35,M,Red brocket deer,Mazama americana,4,1
51971,BSLL45,C1243475,12/3/2016,26/02/16,16,12:04,12/3/2016,19:04,M,Red brocket deer,Mazama americana,2,1
51971,BSLL45,C1251548,12/3/2016,26/02/16,16,14:19,12/3/2016,21:19,M,Red brocket deer,Mazama americana,3,1
51971,BSLL45,C2071037,20/03/16,26/02/16,24,19:43,20/03/16,2:43,M,Red brocket deer,Mazama americana,9,2
51971,BSLL45,C2800251,28/03/16,26/02/16,32,0:04,28/03/16,7:04,M,Red brocket deer,Mazama americana,1,1
51971,BSLL45,D0125173,1/4/2016,26/02/16,36,6:59,1/4/2016,13:59,M,Red brocket deer,Mazama americana,2,1
51971,BSLL45,D0949656,9/4/2016,26/02/16,44,13:47,9/4/2016,20:47,M,Red brocket deer,Mazama americana,2,1
51971,BSLL45,D1236100,12/4/2016,26/02/16,47,10:01,12/4/2016,17:01,M,Red brocket deer,Mazama americana,1,1
52049,BSLL1011,,8/3/2016,28/02/16,10,3:33,8/3/2016,3:33,M,Red brocket deer,Mazama americana,2,1
52253,BSLL33b,C1235300,12/3/2016,23/02/16,19,9:48,12/3/2016,9:48,M,Red brocket deer,Mazama americana,2,1
52253,BSLL33b,C2280988,22/03/16,23/02/16,29,22:29,22/03/16,22:29,M,Red brocket deer,Mazama americana,1,1
52327,BSLL12B,C1782359,17/03/16,20/02/16,27,20:52,17/03/16,20:52,M,Red brocket deer,Mazama americana,2,1
DTL07,BSLL14,Cdy00031,2/2/2016,21/02/16,11,6:58,2/3/2016,6:58,M,Red brocket deer,Mazama americana,1,1
DTL07,BSLL14,Cdy00037,9/2/2016,21/02/16,18,3:24,9/3/2016,3:24,M,Red brocket deer,Mazama americana,2,1
DTL07,BSLL14,Cdy00043,3/3/2016,21/02/16,43,22:00,3/4/2016,22:00,M,Red brocket deer,Mazama americana,1,1
DTL07,BSLL14,Cdy00046,5/3/2016,21/02/16,45,18:32,5/4/2016,18:32,M,Red brocket deer,Mazama americana,1,1
DTL07,BSLL14,Cdy00049,14/03/16,21/02/16,54,20:36,14/04/16,20:36,M,Red brocket deer,Mazama americana,1,1
52328,BSLL10,B2508474,25/02/16,23/02/16,3,2:21,25/02/16,2:21,M,Savannah Fox,Cerdocyon thous,2,1
52328,BSLL10,C0772615,7/3/2016,23/02/16,14,20:10,7/3/2016,20:10,M,Savannah Fox,Cerdocyon thous,2,2
52328,BSLL10,C0976838,9/3/2016,23/02/16,16,21:20,9/3/2016,21:20,M,Savannah Fox,Cerdocyon thous,1,2
52328,BSLL10,C1584981,15/03/16,23/02/16,22,23:36,15/03/16,23:36,M,Savannah Fox,Cerdocyon thous,1,2
52328,BSLL10,C1602860,16/03/16,23/02/16,23,0:47,16/03/16,0:47,M,Savannah Fox,Cerdocyon thous,1,2
52328,BSLL10,C2019612,20/03/16,23/02/16,27,5:26,20/03/16,5:26,M,Savannah Fox,Cerdocyon thous,1,2
52328,BSLL10,C2676977,26/03/16,23/02/16,33,21:22,26/03/16,21:22,M,Savannah Fox,Cerdocyon thous,1,2
52328,BSLL10,D0218755,2/4/2016,23/02/16,40,5:12,2/4/2016,5:12,M,Savannah Fox,Cerdocyon thous,3,2
52328,BSLL10,D0323080,3/4/2016,23/02/16,41,6:24,3/4/2016,6:24,M,Savannah Fox,Cerdocyon thous,1,1
52328,BSLL10,D0480963,4/4/2016,23/02/16,42,22:29,4/4/2016,22:29,M,Savannah Fox,Cerdocyon thous,1,2
52496,BSLL34,C2027034,20/03/16,25/02/16,25,7:30,20/03/16,7:30,M,Savannah Fox,Cerdocyon thous,1,1
DD3,BSLL311,PICT0092,26/02/16,24/02/16,3,1:00,26/02/16,1:00,M,Savannah Fox,Cerdocyon thous,6,1
DD3,BSLL311,PICT0100,27/02/16,24/02/16,4,5:13,27/02/16,5:13,M,Savannah Fox,Cerdocyon thous,3,1
DD3,BSLL311,PICT0190,7/3/2016,24/02/16,13,6:33,7/3/2016,6:33,M,Savannah Fox,Cerdocyon thous,3,1
51471,BSLL25,E1629901,16/05/01,2/3/2016,21,8:18,23/03/16,5:39,M,Tapir,Tapirus terrestris,3,1
51495,BSLL21,B2526525,25/02/16,24/02/16,1,7:22,25/02/16,7:22,M,Tapir,Tapirus terrestris,2,1
51495,BSLL21,C0972346,9/3/2016,24/02/16,14,20:05,9/3/2016,20:05,M,Tapir,Tapirus terrestris,8,1
51619,BSLL15,C0621807,6/3/2016,22/02/16,13,6:03,6/3/2016,6:03,M,Tapir,Tapirus terrestris,9,1
51661,BSLL26,C0371994,3/3/2016,22/02/16,10,19:59,3/3/2016,19:59,M,Tapir,Tapirus terrestris,4,1
51666,BSLL41,C1418553,14/03/16,27/02/16,16,5:09,14/03/16,5:09,M,Tapir,Tapirus terrestris,1,1
51743,BSLL321,C0383511,3/3/2016,23/02/16,10,23:11,3/3/2016,23:11,M,Tapir,Tapirus terrestris,6,1
51743,BSLL321,C0505031,5/3/2016,23/02/16,12,1:23,5/3/2016,1:23,M,Tapir,Tapirus terrestris,1,1
51743,BSLL321,C0506914,5/3/2016,23/02/16,12,1:54,5/3/2016,1:54,M,Tapir,Tapirus terrestris,2,1
51743,BSLL321,C0806255,8/3/2016,23/02/16,15,1:44,8/3/2016,1:44,M,Tapir,Tapirus terrestris,1,1
51743,BSLL321,C1074070,10/3/2016,23/02/16,17,20:34,10/3/2016,20:34,M,Tapir,Tapirus terrestris,3,1
51743,BSLL321,C1975461,19/03/16,23/02/16,26,20:57,19/03/16,20:57,M,Tapir,Tapirus terrestris,1,1
51743,BSLL321,D0401104,4/4/2016,23/02/16,42,0:18,4/4/2016,0:18,M,Tapir,Tapirus terrestris,1,1
51743,BSLL321,D1083233,10/4/2016,23/02/16,48,23:07,10/4/2016,23:07,M,Tapir,Tapirus terrestris,1,1
51971,BSLL45,B2747915,27/02/16,26/02/16,2,13:18,27/02/16,20:18,M,Tapir,Tapirus terrestris,11,1
51971,BSLL45,C0674878,6/3/2016,26/02/16,10,20:47,6/3/2016,3:47,M,Tapir,Tapirus terrestris,1,1
51971,BSLL45,C2504106,25/03/16,26/02/16,29,1:08,25/03/16,8:08,M,Tapir,Tapirus terrestris,2,1
52246,BSLL42,,6/1/2000,6/1/2000,1,19:21,27/02/16,4:43,M,Tapir,Tapirus terrestris,5,1
52246,BSLL42,,20/01/00,6/1/2000,15,0:53,12/3/2016,10:15,M,Tapir,Tapirus terrestris,13,1
52246,BSLL42,,27/01/00,6/1/2000,22,18:56,19/03/16,4:18,M,Tapir,Tapirus terrestris,3,1
52253,BSLL33b,B2376026,23/02/16,23/02/16,1,21:07,23/02/16,21:07,M,Tapir,Tapirus terrestris,2,1
52253,BSLL33b,B2674861,26/02/16,23/02/16,4,20:47,26/02/16,20:47,M,Tapir,Tapirus terrestris,7,1
52253,BSLL33b,B2801552,28/02/16,23/02/16,6,0:25,28/02/16,0:25,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,C1479693,14/03/16,23/02/16,21,22:08,14/03/16,22:08,M,Tapir,Tapirus terrestris,4,1
52253,BSLL33b,C1515783,15/03/16,23/02/16,22,4:23,15/03/16,4:23,M,Tapir,Tapirus terrestris,1,2
52253,BSLL33b,C1518085,15/03/16,23/02/16,22,5:01,15/03/16,5:01,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,C1521267,15/03/16,23/02/16,22,5:54,15/03/16,5:54,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,C1819835,18/03/16,23/02/16,25,5:30,18/03/16,5:30,M,Tapir,Tapirus terrestris,3,1
52253,BSLL33b,C2383862,23/03/16,23/02/16,30,23:17,23/03/16,23:17,M,Tapir,Tapirus terrestris,4,1
52253,BSLL33b,D0221482,2/4/2016,23/02/16,40,5:58,2/4/2016,5:58,M,Tapir,Tapirus terrestris,6,1
52253,BSLL33b,D0266140,2/4/2016,23/02/16,40,18:22,2/4/2016,18:22,M,Tapir,Tapirus terrestris,2,1
52253,BSLL33b,D0385162,3/4/2016,23/02/16,41,23:39,3/4/2016,23:39,M,Tapir,Tapirus terrestris,4,1
52253,BSLL33b,D0661608,6/4/2016,23/02/16,44,17:06,6/4/2016,17:06,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,D0680145,6/4/2016,23/02/16,44,22:15,6/4/2016,22:15,M,Tapir,Tapirus terrestris,2,1
52253,BSLL33b,D0700518,7/4/2016,23/02/16,45,0:08,7/4/2016,0:08,M,Tapir,Tapirus terrestris,4,1
52253,BSLL33b,D0708897,7/4/2016,23/02/16,45,2:28,7/4/2016,2:28,M,Tapir,Tapirus terrestris,2,1
52253,BSLL33b,D0781222,7/4/2016,23/02/16,45,22:33,7/4/2016,22:33,M,Tapir,Tapirus terrestris,4,1
52253,BSLL33b,D0910474,9/4/2016,23/02/16,47,2:54,9/4/2016,2:54,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,D0981383,9/4/2016,23/02/16,47,22:36,9/4/2016,22:36,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,D1073493,10/4/2016,23/02/16,48,20:24,10/4/2016,20:24,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,D1172717,11/4/2016,23/02/16,49,20:11,11/4/2016,20:11,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,D1178163,11/4/2016,23/02/16,49,21:42,11/4/2016,21:42,M,Tapir,Tapirus terrestris,1,1
52327,BSLL12B,B2337164,23/02/16,20/02/16,4,10:19,23/02/16,10:19,M,Tapir,Tapirus terrestris,3,2
DTL03,BSLL46,53,12/4/2016,26/02/16,47,23:17,12/4/2016,23:17,M,Tapir,Tapirus terrestris,1,1
DTL07,BSLL14,Cdy00032,3/2/2016,21/02/16,12,5:05,3/3/2016,5:05,M,Tapir,Tapirus terrestris,3,1
DTL07,BSLL14,Cdy00042,1/3/2016,21/02/16,41,5:15,1/4/2016,5:15,M,Tapir,Tapirus terrestris,1,1
51322,BSLL11,C0815246,8/3/2010,8/2/2016,48,4:14,27/03/16,10:55,M,Tayra,Eira barbara,1,1
51554,BSLL231,E2339223,23/05/20,24/02/16,20,10:53,15/03/16,16:32,M,Tayra,Eira barbara,1,1
51619,BSLL15,C0434027,4/3/2016,22/02/16,11,9:27,4/3/2016,9:27,M,Tayra,Eira barbara,2,1
51742,BSLL44,C0230316,2/3/2016,26/02/16,6,8:25,2/3/2016,8:25,M,Tayra,Eira barbara,1,1
52049,BSLL1011,,4/3/2016,28/02/16,6,10:57,4/3/2016,10:57,M,Tayra,Eira barbara,1,1
52328,BSLL10,C0859991,8/3/2016,23/02/16,15,16:39,8/3/2016,16:39,M,Tayra,Eira barbara,1,1
52496,BSLL34,D0434414,4/4/2016,25/02/16,40,9:33,4/4/2016,9:33,M,Tayra,Eira barbara,1,1
51181,BSLL20,D1324545,13/04/16,23/02/16,51,6:49,13/04/16,6:49,M,White-lipped peccary,Tayassu pecari,2,2
51471,BSLL25,E0730557,7/5/2001,29/02/16,14,8:29,14/03/16,5:50,M,White-lipped peccary,Tayassu pecari,1,1
51495,BSLL21,D1860772,18/04/16,24/02/16,54,16:52,18/04/16,16:52,M,White-lipped peccary,Tayassu pecari,1,3
51743,BSLL321,D0540273,5/4/2016,23/02/16,43,11:11,5/4/2016,11:11,M,White-lipped peccary,Tayassu pecari,2,1
52246,BSLL42,,4/2/2000,6/1/2000,30,5:06,27/03/16,14:28,M,White-lipped peccary,Tayassu pecari,3,2
52246,BSLL42,,20/02/00,6/1/2000,46,22:39,12/4/2016,8:01,M,White-lipped peccary,Tayassu pecari,1,1
52253,BSLL33b,C1558094,15/03/16,23/02/16,22,16:08,15/03/16,16:08,M,White-lipped peccary,Tayassu pecari,51,8
52253,BSLL33b,C1560154,15/03/16,23/02/16,22,16:42,15/03/16,16:42,M,White-lipped peccary,Tayassu pecari,4,3
