id_station,id_pic,date_dayno,name_order,name_com,name_sci,name_code,count_pic,count_ind
BSLL45,C2504106,29,M,Tapir,Tapirus terrestris,TAPTER,2,1
BSLL42,NA,1,M,Tapir,Tapirus terrestris,TAPTER,5,1
BSLL42,NA,15,M,Tapir,Tapirus terrestris,TAPTER,13,1
BSLL42,NA,22,M,Tapir,Tapirus terrestris,TAPTER,3,1
BSLL33b,B2376026,1,M,Tapir,Tapirus terrestris,TAPTER,2,1
BSLL33b,B2674861,4,M,Tapir,Tapirus terrestris,TAPTER,7,1
BSLL33b,B2801552,6,M,Tapir,Tapirus terrestris,TAPTER,1,1
BSLL33b,C1479693,21,M,Tapir,Tapirus terrestris,TAPTER,4,1
BSLL33b,C1515783,22,M,Tapir,Tapirus terrestris,TAPTER,1,2
BSLL33b,C1518085,22,M,Tapir,Tapirus terrestris,TAPTER,1,1
BSLL33b,C1521267,22,M,Tapir,Tapirus terrestris,TAPTER,1,1
BSLL33b,C1819835,25,M,Tapir,Tapirus terrestris,TAPTER,3,1
BSLL33b,C2383862,30,M,Tapir,Tapirus terrestris,TAPTER,4,1
BSLL33b,D0221482,40,M,Tapir,Tapirus terrestris,TAPTER,6,1
BSLL33b,D0266140,40,M,Tapir,Tapirus terrestris,TAPTER,2,1
BSLL33b,D0385162,41,M,Tapir,Tapirus terrestris,TAPTER,4,1
BSLL33b,D0661608,44,M,Tapir,Tapirus terrestris,TAPTER,1,1
BSLL33b,D0680145,44,M,Tapir,Tapirus terrestris,TAPTER,2,1
BSLL33b,D0700518,45,M,Tapir,Tapirus terrestris,TAPTER,4,1
BSLL33b,D0708897,45,M,Tapir,Tapirus terrestris,TAPTER,2,1
BSLL33b,D0781222,45,M,Tapir,Tapirus terrestris,TAPTER,4,1
BSLL33b,D0910474,47,M,Tapir,Tapirus terrestris,TAPTER,1,1
BSLL33b,D0981383,47,M,Tapir,Tapirus terrestris,TAPTER,1,1
BSLL33b,D1073493,48,M,Tapir,Tapirus terrestris,TAPTER,1,1
BSLL33b,D1172717,49,M,Tapir,Tapirus terrestris,TAPTER,1,1
BSLL33b,D1178163,49,M,Tapir,Tapirus terrestris,TAPTER,1,1
BSLL12B,B2337164,4,M,Tapir,Tapirus terrestris,TAPTER,3,2
BSLL46,53,47,M,Tapir,Tapirus terrestris,TAPTER,1,1
BSLL14,Cdy00032,12,M,Tapir,Tapirus terrestris,TAPTER,3,1
BSLL14,Cdy00042,41,M,Tapir,Tapirus terrestris,TAPTER,1,1
BSLL11,C0815246,48,M,Tayra,Eira barbara,EIRBAR,1,1
BSLL231,E2339223,20,M,Tayra,Eira barbara,EIRBAR,1,1
BSLL15,C0434027,11,M,Tayra,Eira barbara,EIRBAR,2,1
BSLL44,C0230316,6,M,Tayra,Eira barbara,EIRBAR,1,1
BSLL1011,NA,6,M,Tayra,Eira barbara,EIRBAR,1,1
BSLL10,C0859991,15,M,Tayra,Eira barbara,EIRBAR,1,1
BSLL34,D0434414,40,M,Tayra,Eira barbara,EIRBAR,1,1
BSLL20,D1324545,51,M,White-lipped peccary,Tayassu pecari,TAYPEC,2,2
BSLL25,E0730557,14,M,White-lipped peccary,Tayassu pecari,TAYPEC,1,1
BSLL21,D1860772,54,M,White-lipped peccary,Tayassu pecari,TAYPEC,1,3
BSLL321,D0540273,43,M,White-lipped peccary,Tayassu pecari,TAYPEC,2,1
BSLL42,NA,30,M,White-lipped peccary,Tayassu pecari,TAYPEC,3,2
BSLL42,NA,46,M,White-lipped peccary,Tayassu pecari,TAYPEC,1,1
BSLL33b,C1558094,22,M,White-lipped peccary,Tayassu pecari,TAYPEC,51,8
BSLL33b,C1560154,22,M,White-lipped peccary,Tayassu pecari,TAYPEC,4,3
