CT#,Station,Picture ID,Date,Date Set,DAY,Time,Date_Corr,Time_Corr,Class,Common Name,Scientific Name,No. of Pics,No. of Inds.
51743,BSLL321,D0972501,09/04/2016,23/02/2016,47,20:08,09/04/2016,20:08,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,D1179549,11/04/2016,23/02/2016,49,22:05,11/04/2016,22:05,M,Ocelot,Leopardus pardalis,1,1
51743,BSLL321,C1055682,10/03/2016,23/02/2016,17,15:28,10/03/2016,15:28,M,Bush deer,Mazama sp.,3,1
51743,BSLL321,C2431143,24/03/2016,23/02/2016,31,08:39,24/03/2016,08:39,M,Bush deer,Mazama sp.,2,1
51743,BSLL321,C2634186,26/03/2016,23/02/2016,33,09:29,26/03/2016,09:29,M,Bush deer,Mazama sp.,1,1
51743,BSLL321,C2963238,29/03/2016,23/02/2016,36,17:33,29/03/2016,17:33,M,Jaguar,Panthera onca,1,1
51743,BSLL321,C1839181,18/03/2016,23/02/2016,25,10:53,18/03/2016,10:53,M,Collared Peccary,Pecari tajacu,10,4
51743,BSLL321,C2442524,24/03/2016,23/02/2016,31,11:48,24/03/2016,11:48,M,Collared Peccary,Pecari tajacu,11,1
51743,BSLL321,C2443271,24/03/2016,23/02/2016,31,12:01,24/03/2016,12:01,M,Collared Peccary,Pecari tajacu,1,1
51743,BSLL321,C2447721,24/03/2016,23/02/2016,31,13:15,24/03/2016,13:15,M,Collared Peccary,Pecari tajacu,12,4
51743,BSLL321,C2516581,25/03/2016,23/02/2016,32,04:36,25/03/2016,04:36,M,Collared Peccary,Pecari tajacu,2,1
51743,BSLL321,D0949783,09/04/2016,23/02/2016,47,13:49,09/04/2016,13:49,M,Collared Peccary,Pecari tajacu,11,2
51743,BSLL321,B2870661,28/02/2016,23/02/2016,6,19:37,28/02/2016,19:37,M,Puma,Puma concolor,1,1
51743,BSLL321,D0204649,02/04/2016,23/02/2016,40,01:17,02/04/2016,01:17,M,Puma,Puma concolor,1,1
51743,BSLL321,C0383511,03/03/2016,23/02/2016,10,23:11,03/03/2016,23:11,M,Tapir,Tapirus terrestris,6,1
51743,BSLL321,C0505031,05/03/2016,23/02/2016,12,01:23,05/03/2016,01:23,M,Tapir,Tapirus terrestris,1,1
51743,BSLL321,C0506914,05/03/2016,23/02/2016,12,01:54,05/03/2016,01:54,M,Tapir,Tapirus terrestris,2,1
51743,BSLL321,C0806255,08/03/2016,23/02/2016,15,01:44,08/03/2016,01:44,M,Tapir,Tapirus terrestris,1,1
51743,BSLL321,C1074070,10/03/2016,23/02/2016,17,20:34,10/03/2016,20:34,M,Tapir,Tapirus terrestris,3,1
51743,BSLL321,C1975461,19/03/2016,23/02/2016,26,20:57,19/03/2016,20:57,M,Tapir,Tapirus terrestris,1,1
51743,BSLL321,D0401104,04/04/2016,23/02/2016,42,00:18,04/04/2016,00:18,M,Tapir,Tapirus terrestris,1,1
51743,BSLL321,D1083233,10/04/2016,23/02/2016,48,23:07,10/04/2016,23:07,M,Tapir,Tapirus terrestris,1,1
51743,BSLL321,D0540273,05/04/2016,23/02/2016,43,11:11,05/04/2016,11:11,M,White-lipped peccary,Tayassu pecari,2,1
51535,BSLL33,D0765046,07/04/2016,25/02/2016,42,18:04,07/04/2016,18:04,M,Agouti,Dasyprocta leporina,1,1
51535,BSLL33,D1537768,15/04/2016,25/02/2016,50,10:29,15/04/2016,10:29,M,Agouti,Dasyprocta leporina,1,1
51535,BSLL33,C0474384,04/03/2016,25/02/2016,8,20:39,04/03/2016,20:39,M,Armadillo,Dasypus sp.,1,1
51535,BSLL33,C1415738,14/03/2016,25/02/2016,18,04:22,14/03/2016,04:22,M,Armadillo,Dasypus sp.,1,1
51535,BSLL33,C1707979,17/03/2016,25/02/2016,21,02:12,17/03/2016,02:12,M,Armadillo,Dasypus sp.,1,1
51535,BSLL33,C2217127,22/03/2016,25/02/2016,26,04:45,22/03/2016,04:45,M,Armadillo,Dasypus sp.,1,1
51535,BSLL33,D0174426,01/04/2016,25/02/2016,36,20:40,01/04/2016,20:40,M,Armadillo,Dasypus sp.,1,1
51535,BSLL33,D1083131,10/04/2016,25/02/2016,45,23:05,10/04/2016,23:05,M,Armadillo,Dasypus sp.,1,1
51535,BSLL33,B2651452,26/02/2016,25/02/2016,1,14:17,26/02/2016,14:17,M,Bush deer,Mazama sp.,1,1
51535,BSLL33,C1184984,11/03/2016,25/02/2016,15,23:36,11/03/2016,23:36,M,Bush deer,Mazama sp.,1,1
51535,BSLL33,C3035791,30/03/2016,25/02/2016,34,09:56,30/03/2016,09:56,M,Bush deer,Mazama sp.,2,1
52253,BSLL33b,C2662294,26/03/2016,23/02/2016,33,17:18,26/03/2016,17:18,M,Agouti,Dasyprocta leporina,1,1
52253,BSLL33b,C3047974,30/03/2016,23/02/2016,37,13:19,30/03/2016,13:19,M,Agouti,Dasyprocta leporina,2,1
52253,BSLL33b,C3083008,30/03/2016,23/02/2016,37,23:03,30/03/2016,23:03,M,Armadillo,Dasypus sp.,1,1
52253,BSLL33b,C1235300,12/03/2016,23/02/2016,19,09:48,12/03/2016,09:48,M,Bush deer,Mazama sp.,2,1
52253,BSLL33b,C1240444,12/03/2016,23/02/2016,19,11:14,12/03/2016,11:14,M,Bush deer,Mazama sp.,1,1
52253,BSLL33b,C1265205,12/03/2016,23/02/2016,19,18:06,12/03/2016,18:06,M,Bush deer,Mazama sp.,1,1
52253,BSLL33b,C2280988,22/03/2016,23/02/2016,29,22:29,22/03/2016,22:29,M,Bush deer,Mazama sp.,1,1
52253,BSLL33b,C0731228,07/03/2016,23/02/2016,14,08:40,07/03/2016,08:40,M,Collared Peccary,Pecari tajacu,2,1
52253,BSLL33b,B2481216,24/02/2016,23/02/2016,2,22:33,24/02/2016,22:33,M,Puma,Puma concolor,2,1
52253,BSLL33b,B2872847,28/02/2016,23/02/2016,6,20:14,28/02/2016,20:14,M,Puma,Puma concolor,1,1
52253,BSLL33b,C0462078,04/03/2016,23/02/2016,11,17:14,04/03/2016,17:14,M,Puma,Puma concolor,1,1
52253,BSLL33b,B2376026,23/02/2016,23/02/2016,1,21:07,23/02/2016,21:07,M,Tapir,Tapirus terrestris,2,1
52253,BSLL33b,C2383862,23/03/2016,23/02/2016,30,23:17,23/03/2016,23:17,M,Tapir,Tapirus terrestris,4,1
52253,BSLL33b,B2674861,26/02/2016,23/02/2016,4,20:47,26/02/2016,20:47,M,Tapir,Tapirus terrestris,7,1
52253,BSLL33b,B2801552,28/02/2016,23/02/2016,6,00:25,28/02/2016,00:25,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,C1479693,14/03/2016,23/02/2016,21,22:08,14/03/2016,22:08,M,Tapir,Tapirus terrestris,4,1
52253,BSLL33b,C1515783,15/03/2016,23/02/2016,22,04:23,15/03/2016,04:23,M,Tapir,Tapirus terrestris,1,2
52253,BSLL33b,C1518085,15/03/2016,23/02/2016,22,05:01,15/03/2016,05:01,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,C1521267,15/03/2016,23/02/2016,22,05:54,15/03/2016,05:54,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,C1819835,18/03/2016,23/02/2016,25,05:30,18/03/2016,05:30,M,Tapir,Tapirus terrestris,3,1
52253,BSLL33b,D0221482,02/04/2016,23/02/2016,40,05:58,02/04/2016,05:58,M,Tapir,Tapirus terrestris,6,1
52253,BSLL33b,D0266140,02/04/2016,23/02/2016,40,18:22,02/04/2016,18:22,M,Tapir,Tapirus terrestris,2,1
52253,BSLL33b,D0385162,03/04/2016,23/02/2016,41,23:39,03/04/2016,23:39,M,Tapir,Tapirus terrestris,4,1
52253,BSLL33b,D0661608,06/04/2016,23/02/2016,44,17:06,06/04/2016,17:06,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,D0680145,06/04/2016,23/02/2016,44,22:15,06/04/2016,22:15,M,Tapir,Tapirus terrestris,2,1
52253,BSLL33b,D0700518,07/04/2016,23/02/2016,45,00:08,07/04/2016,00:08,M,Tapir,Tapirus terrestris,4,1
52253,BSLL33b,D0708897,07/04/2016,23/02/2016,45,02:28,07/04/2016,02:28,M,Tapir,Tapirus terrestris,2,1
52253,BSLL33b,D0781222,07/04/2016,23/02/2016,45,22:33,07/04/2016,22:33,M,Tapir,Tapirus terrestris,4,1
52253,BSLL33b,D0910474,09/04/2016,23/02/2016,47,02:54,09/04/2016,02:54,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,D0981383,09/04/2016,23/02/2016,47,22:36,09/04/2016,22:36,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,D1073493,10/04/2016,23/02/2016,48,20:24,10/04/2016,20:24,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,D1172717,11/04/2016,23/02/2016,49,20:11,11/04/2016,20:11,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,D1178163,11/04/2016,23/02/2016,49,21:42,11/04/2016,21:42,M,Tapir,Tapirus terrestris,1,1
52253,BSLL33b,C1558094,15/03/2016,23/02/2016,22,16:08,15/03/2016,16:08,M,White-lipped peccary,Tayassu pecari,51,8
52253,BSLL33b,C1560154,15/03/2016,23/02/2016,22,16:42,15/03/2016,16:42,M,White-lipped peccary,Tayassu pecari,4,3
52496,BSLL34,C2027034,20/03/2016,25/02/2016,25,07:30,20/03/2016,07:30,M,Savannah Fox,Cerdocyon thous,1,1
52496,BSLL34,D0434414,04/04/2016,25/02/2016,40,09:33,04/04/2016,09:33,M,Tayra,Eira barbara,1,1
52496,BSLL34,C1362573,13/03/2016,25/02/2016,18,17:22,13/03/2016,17:22,M,Bush deer,Mazama sp.,1,1
52496,BSLL34,D0630824,06/04/2016,25/02/2016,42,08:33,06/04/2016,08:33,M,Bush deer,Mazama sp.,1,1
52496,BSLL34,D0756132,07/04/2016,25/02/2016,43,15:35,07/04/2016,15:35,M,Collared Peccary,Pecari tajacu,7,1
52496,BSLL34,D1734285,17/04/2016,25/02/2016,53,09:31,17/04/2016,09:31,M,Collared Peccary,Pecari tajacu,4,1
52496,BSLL34,D1737800,17/04/2016,25/02/2016,53,10:30,17/04/2016,10:30,M,Collared Peccary,Pecari tajacu,108,5
DTL09,BSLL35,Cdy00031,27/02/2016,26/02/2016,2,07:53,27/02/2016,07:53,M,Agouti,Dasyprocta leporina,2,1
51666,BSLL41,C3082338,30/03/2016,27/02/2016,32,22:52,30/03/2016,22:52,M,Labba,Cuniculus paca,1,1
51666,BSLL41,B2927401,29/02/2016,27/02/2016,2,07:37,29/02/2016,07:37,M,Agouti,Dasyprocta leporina,2,1
51666,BSLL41,C2443455,24/03/2016,27/02/2016,26,12:04,24/03/2016,12:04,M,Agouti,Dasyprocta leporina,14,1
51666,BSLL41,C2111908,21/03/2016,22/02/2016,28,03:18,21/03/2016,03:18,M,Bush deer,Mazama sp.,1,1
51666,BSLL41,D1025412,10/04/2016,27/02/2016,43,07:03,10/04/2016,07:03,M,Bush deer,Mazama sp.,1,1
51666,BSLL41,C1418553,14/03/2016,27/02/2016,16,05:09,14/03/2016,05:09,M,Tapir,Tapirus terrestris,1,1
52246,BSLL42,,09/01/2000,06/01/2000,4,11:31,01/03/2016,20:53,M,Armadillo,Dasypus sp.,2,1
52246,BSLL42,,09/01/2000,06/01/2000,4,13:03,01/03/2016,22:25,M,Armadillo,Dasypus sp.,2,1
52246,BSLL42,,13/01/2000,06/01/2000,8,15:14,05/03/2016,00:36,M,Armadillo,Dasypus sp.,1,1
52246,BSLL42,,10/02/2000,06/01/2000,36,13:56,02/04/2016,23:18,M,Armadillo,Dasypus sp.,1,1
52246,BSLL42,,12/02/2000,06/01/2000,38,09:32,04/04/2016,18:54,M,Armadillo,Dasypus sp.,1,1
52246,BSLL42,,15/02/2000,06/01/2000,41,08:59,07/04/2016,18:21,M,Armadillo,Dasypus sp.,1,1
52246,BSLL42,,15/01/2000,06/01/2000,10,07:30,07/03/2016,16:52,M,Bush deer,Mazama sp.,3,1
52246,BSLL42,,29/01/2000,06/01/2000,24,02:08,21/03/2016,11:30,M,Bush deer,Mazama sp.,6,1
52246,BSLL42,,03/02/2000,06/01/2000,29,23:40,26/03/2016,09:02,M,Bush deer,Mazama sp.,3,1
52246,BSLL42,,05/02/2000,06/01/2000,31,02:22,28/03/2016,11:44,M,Bush deer,Mazama sp.,1,1
52246,BSLL42,,12/02/2000,06/01/2000,38,22:57,04/04/2016,08:19,M,Bush deer,Mazama sp.,7,1
52246,BSLL42,,13/02/2000,06/01/2000,39,19:12,05/04/2016,04:34,M,Bush deer,Mazama sp.,9,1
52246,BSLL42,,29/01/2000,06/01/2000,24,20:24,21/03/2016,05:46,M,Acouchy,Myoprocta acouchy,1,1
52246,BSLL42,,30/01/2000,06/01/2000,25,07:15,22/03/2016,16:37,M,Acouchy,Myoprocta acouchy,1,1
52246,BSLL42,,31/01/2000,06/01/2000,26,04:04,23/03/2016,13:26,M,Acouchy,Myoprocta acouchy,1,1
52246,BSLL42,,31/01/2000,06/01/2000,26,06:59,23/03/2016,16:21,M,Acouchy,Myoprocta acouchy,1,1
52246,BSLL42,,03/02/2000,06/01/2000,29,23:06,26/03/2016,08:28,M,Acouchy,Myoprocta acouchy,2,1
52246,BSLL42,,12/02/2000,06/01/2000,38,00:27,04/04/2016,09:49,M,Acouchy,Myoprocta acouchy,1,1
52246,BSLL42,,12/02/2000,06/01/2000,38,01:09,04/04/2016,10:31,M,Acouchy,Myoprocta acouchy,1,1
52246,BSLL42,,16/02/2000,06/01/2000,42,07:19,08/04/2016,16:41,M,Acouchy,Myoprocta acouchy,1,1
52246,BSLL42,,20/02/2000,06/01/2000,46,05:49,12/04/2016,15:11,M,Acouchy,Myoprocta acouchy,1,1
52246,BSLL42,B2100230,21/02/2000,06/01/2000,47,00:03,13/04/2016,09:25,M,Collared Peccary,Pecari tajacu,1,1
52246,BSLL42,,06/01/2000,06/01/2000,1,19:21,27/02/2016,04:43,M,Tapir,Tapirus terrestris,5,1
52246,BSLL42,,20/01/2000,06/01/2000,15,00:53,12/03/2016,10:15,M,Tapir,Tapirus terrestris,13,1
52246,BSLL42,,27/01/2000,06/01/2000,22,18:56,19/03/2016,04:18,M,Tapir,Tapirus terrestris,3,1
52246,BSLL42,,04/02/2000,06/01/2000,30,05:06,27/03/2016,14:28,M,White-lipped peccary,Tayassu pecari,3,2
52246,BSLL42,,20/02/2000,06/01/2000,46,22:39,12/04/2016,08:01,M,White-lipped peccary,Tayassu pecari,1,1
DTL04,BSLL43,17,27/03/2016,27/02/2016,30,10:43,27/03/2016,10:43,M,Agouti,Dasyprocta leporina,1,1
DTL04,BSLL43,21,01/04/2016,27/02/2016,35,15:47,01/04/2016,15:47,M,Agouti,Dasyprocta leporina,1,1
DTL04,BSLL43,25,09/04/2016,27/02/2016,43,09:07,09/04/2016,09:07,M,Agouti,Dasyprocta leporina,1,1
DTL04,BSLL43,12,06/03/2016,27/02/2016,9,02:52,06/03/2016,02:52,M,Armadillo,Dasypus sp.,1,1
DTL04,BSLL43,14,17/03/2016,27/02/2016,20,04:30,17/03/2016,04:30,M,Armadillo,Dasypus sp.,1,1
DTL04,BSLL43,18,29/03/2016,27/02/2016,32,06:11,29/03/2016,06:11,M,Collared Peccary,Pecari tajacu,3,1
DTL04,BSLL43,22,03/04/2016,27/02/2016,37,17:32,03/04/2016,17:32,M,Collared Peccary,Pecari tajacu,3,1
DTL04,BSLL43,26,18/04/2016,27/02/2016,52,01:12,18/04/2016,01:12,M,Collared Peccary,Pecari tajacu,1,1
DTL04,BSLL43,27,18/04/2016,27/02/2016,52,02:49,18/04/2016,02:49,M,Collared Peccary,Pecari tajacu,1,1
DTL04,BSLL43,28,18/04/2016,27/02/2016,52,06:45,18/04/2016,06:45,M,Collared Peccary,Pecari tajacu,6,4
DTL04,BSLL43,34,18/04/2016,27/02/2016,52,07:25,18/04/2016,07:25,M,Collared Peccary,Pecari tajacu,1,1
51742,BSLL44,C0180832,01/03/2016,26/02/2016,5,22:27,01/03/2016,22:27,M,Agouti,Dasyprocta leporina,1,1
51742,BSLL44,C0230316,02/03/2016,26/02/2016,6,08:25,02/03/2016,08:25,M,Tayra,Eira barbara,1,1
51742,BSLL44,C1741313,17/03/2016,26/02/2016,21,11:28,17/03/2016,11:28,M,Collared Peccary,Pecari tajacu,4,3
51971,BSLL45,C0909414,09/03/2016,26/02/2016,13,02:36,09/03/2016,09:36,M,Agouti,Dasyprocta leporina,1,1
51971,BSLL45,D1322071,13/04/2016,26/02/2016,48,06:07,13/04/2016,13:07,M,Agouti,Dasyprocta leporina,1,1
51971,BSLL45,D1702403,17/04/2016,26/02/2016,52,00:40,17/04/2016,07:40,M,Agouti,Dasyprocta leporina,1,1
51971,BSLL45,D1782798,17/04/2016,26/02/2016,52,22:59,17/04/2016,05:59,M,Agouti,Dasyprocta leporina,1,1
51971,BSLL45,C0575972,05/03/2016,26/02/2016,9,21:06,05/03/2016,04:06,M,Armadillo,Dasypus sp.,1,1
51971,BSLL45,B2760902,27/02/2016,26/02/2016,2,16:55,27/02/2016,23:55,M,Bush deer,Mazama sp.,3,1
51971,BSLL45,C0520894,05/03/2016,26/02/2016,9,05:48,05/03/2016,12:48,M,Bush deer,Mazama sp.,50,1
51971,BSLL45,C0647353,06/03/2016,26/02/2016,10,13:09,06/03/2016,20:09,M,Bush deer,Mazama sp.,4,1
51971,BSLL45,C0853293,08/03/2016,26/02/2016,12,14:48,08/03/2016,21:48,M,Bush deer,Mazama sp.,2,1
51971,BSLL45,C0862836,08/03/2016,26/02/2016,12,17:27,08/03/2016,00:27,M,Bush deer,Mazama sp.,1,1
51971,BSLL45,C1151528,11/03/2016,26/02/2016,15,14:18,11/03/2016,21:18,M,Bush deer,Mazama sp.,1,1
51971,BSLL45,C1220157,12/03/2016,26/02/2016,16,05:35,12/03/2016,12:35,M,Bush deer,Mazama sp.,4,1
51971,BSLL45,C1243475,12/03/2016,26/02/2016,16,12:04,12/03/2016,19:04,M,Bush deer,Mazama sp.,2,1
51971,BSLL45,C1251548,12/03/2016,26/02/2016,16,14:19,12/03/2016,21:19,M,Bush deer,Mazama sp.,3,1
51971,BSLL45,C2071037,20/03/2016,26/02/2016,24,19:43,20/03/2016,02:43,M,Bush deer,Mazama sp.,9,2
51971,BSLL45,C2800251,28/03/2016,26/02/2016,32,00:04,28/03/2016,07:04,M,Bush deer,Mazama sp.,1,1
51971,BSLL45,C3002544,30/03/2016,26/02/2016,34,00:42,30/03/2016,07:42,M,Bush deer,Mazama sp.,1,1
51971,BSLL45,D0125173,01/04/2016,26/02/2016,36,06:59,01/04/2016,13:59,M,Bush deer,Mazama sp.,2,1
51971,BSLL45,D0949656,09/04/2016,26/02/2016,44,13:47,09/04/2016,20:47,M,Bush deer,Mazama sp.,2,1
51971,BSLL45,D0985170,09/04/2016,26/02/2016,44,23:39,09/04/2016,06:39,M,Bush deer,Mazama sp.,1,1
51971,BSLL45,D1236100,12/04/2016,26/02/2016,47,10:01,12/04/2016,17:01,M,Bush deer,Mazama sp.,1,1
51971,BSLL45,D1540315,15/04/2016,26/02/2016,50,11:11,15/04/2016,18:11,M,Bush deer,Mazama sp.,1,1
51971,BSLL45,B2747915,27/02/2016,26/02/2016,2,13:18,27/02/2016,20:18,M,Tapir,Tapirus terrestris,11,1
51971,BSLL45,C0674878,06/03/2016,26/02/2016,10,20:47,06/03/2016,03:47,M,Tapir,Tapirus terrestris,1,1
51971,BSLL45,C2504106,25/03/2016,26/02/2016,29,01:08,25/03/2016,08:08,M,Tapir,Tapirus terrestris,2,1
DTL03,BSLL46,cyd00024,27/02/2016,26/02/2016,2,06:25,27/02/2016,06:25,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,cyd00026,01/03/2016,26/02/2016,5,06:24,01/03/2016,06:24,M,Agouti,Dasyprocta leporina,2,1
DTL03,BSLL46,cyd00028,01/03/2016,26/02/2016,5,07:53,01/03/2016,07:53,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,cyd00029,01/03/2016,26/02/2016,5,14:46,01/03/2016,14:46,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,cyd00030,04/03/2016,26/02/2016,8,09:31,04/03/2016,09:31,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,cyd00031,07/03/2016,26/02/2016,11,10:21,07/03/2016,10:21,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,cyd00032,07/03/2016,26/02/2016,11,23:30,07/03/2016,23:30,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,42,13/03/2016,26/02/2016,17,09:02,13/03/2016,09:02,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,43,16/03/2016,26/02/2016,20,06:00,16/03/2016,06:00,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,44,16/03/2016,26/02/2016,20,12:31,16/03/2016,12:31,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,45,17/03/2016,26/02/2016,21,16:47,17/03/2016,16:47,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,46,24/03/2016,26/02/2016,28,08:23,24/03/2016,08:23,M,Agouti,Dasyprocta leporina,2,1
DTL03,BSLL46,48,26/03/2016,26/02/2016,30,15:29,26/03/2016,15:29,M,Agouti,Dasyprocta leporina,3,1
DTL03,BSLL46,51,03/04/2016,26/02/2016,38,06:24,03/04/2016,06:24,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,52,04/04/2016,26/02/2016,39,12:23,04/04/2016,12:23,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,54,14/04/2016,26/02/2016,49,13:43,14/04/2016,13:43,M,Agouti,Dasyprocta leporina,1,1
DTL03,BSLL46,cyd00025,29/02/2016,26/02/2016,4,22:14,29/02/2016,22:14,M,Armadillo,Dasypus sp.,1,1
DTL03,BSLL46,cyd00033,09/03/2016,26/02/2016,13,19:59,09/03/2016,19:59,M,Collared Peccary,Pecari tajacu,9,1
DTL03,BSLL46,53,12/04/2016,26/02/2016,47,23:17,12/04/2016,23:17,M,Tapir,Tapirus terrestris,1,1
51467,BSLL47,K0874256,08/11/1986,22/02/2016,36,20:37,29/03/2016,06:13,M,Agouti,Dasyprocta leporina,1,1
51467,BSLL47,K0880176,08/11/1986,23/02/2016,35,22:16,29/03/2016,07:52,M,Agouti,Dasyprocta leporina,1,1
51467,BSLL47,K1910099,19/11/1986,25/02/2016,44,02:48,09/04/2016,12:24,M,Agouti,Dasyprocta leporina,1,1
51467,BSLL47,K2426994,24/11/1986,27/02/2016,47,07:29,14/04/2016,17:05,M,Agouti,Dasyprocta leporina,1,1
51467,BSLL47,K1849952,18/11/1986,24/02/2016,44,13:52,08/04/2016,23:28,M,Armadillo,Dasypus sp.,1,1
51467,BSLL47,J2630338,26/10/1986,19/02/2016,26,08:25,16/03/2016,18:01,M,Collared Peccary,Pecari tajacu,2,1
